name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
544,"French, J. A.",J. A. French,French language,FALSE,Spoken language,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcStSiCMb4OO8j4W5hBgrofzQiuSFIw2V85rc6O5Zwr7Ehf3MR3r,https://commons.wikimedia.org/wiki/File:Distribution_map_of_the_French_language_in_Europe.png,"French is a Romance language of the Indo-European family. It descended from the Vulgar Latin of the Roman Empire, as did all Romance languages. French evolved from Gallo-Romance, the Latin spoken in Gaul, and more specifically in Northern Gaul. ",https://en.wikipedia.org/wiki/French_language
546,"Galanos, James",James Galanos,James Galanos,TRUE,American fashion designer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSNEE8zaGP7v_R4r1_wJWP1GdXy4EnMeh1wbXGOBZzFK_OQM7t,https://en.wikipedia.org/wiki/James_Galanos,James Galanos was an American fashion designer and couturier.,https://en.wikipedia.org/wiki/James_Galanos
549,"Hamlin, Hannibal",Hannibal Hamlin,Hamlin Garland,FALSE,American novelist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSpnITI94ToOM3KIFyEf8OGnqeK4wnJK0KAUQPG-ML9FTEyZvOT,https://commons.wikimedia.org/wiki/File:Portrait_of_Hamlin_Garland.jpg,"Hannibal Hamlin Garland was an American novelist, poet, essayist, short story writer, Georgist, and psychical researcher. He is best known for his fiction involving hard-working Midwestern farmers.",https://en.wikipedia.org/wiki/Hamlin_Garland
550,"Harris, Carlyle",Carlyle Harris,Carlyle Harris,TRUE,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM1CT7JpdMuPGSPFVdv1q_FALtISpNUcbgbbCOpYKEHpi3aZZM,https://en.wikipedia.org/wiki/Carlyle_Harris,"Carlyle Harris was a medical student who was convicted and sentenced to death for the murder of his wife.
A student at New York College of Physicians and Surgeons, Harris murdered his wife, Mary Helen Potts, whom he had married on February 8, 1890, with an overdose of morphine in the form of sleeping pills. ",https://en.wikipedia.org/wiki/Carlyle_Harris
553,"Hope, Bob",Bob Hope,Bob Hope,TRUE,American-British comedian,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTe33AAewGdKbMaZG6_ZR--HHocLEw4cHhEB-f-uDgJaTmPorJa,"https://ar.m.wikipedia.org/wiki/%D9%85%D9%84%D9%81:Bob_Hope,_1978.jpg","Leslie Townes ""Bob"" Hope KBE KC*SG, KSS was a British-American stand-up comedian, vaudevillian, actor, singer, dancer, and author. ",https://en.wikipedia.org/wiki/Bob_Hope
554,"Ittenbach, Franz",Franz Ittenbach,Franz Ittenbach,TRUE,German painter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeicKOyxLsn8lGYIK0RSeMgciezF1lejt7GeTUVQDt5mR94Ggr,https://commons.wikimedia.org/wiki/File:Franz_Ittenbach_1813-1879_-_Mater_Amabilis.jpg,"Franz Ittenbach was a German religious painter from KÃ¶nigswinter, at the foot of the Drachenfels.
Ittenbach began his art education as a student of Kaufmann, then left to study under Franz Katz in Cologne. ",https://en.wikipedia.org/wiki/Franz_Ittenbach
555,"Johnson, Adelaide",Adelaide Johnson,Adelaide Johnson,TRUE,American sculptor,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQpwGXV0ROGPFrRLQYcVkNQPSZ4VDM1yEcH_rn4Iy2Na0L1T9K1,https://commons.wikimedia.org/wiki/File:Flickr_-_USCapitol_-_Adelaide_Johnson_(1846-1955)_-_Women_Artists.jpg,"Adelaide Johnson was an American sculptor whose work is displayed in the U.S. Capitol and a feminist who was devoted to the cause of equality of women. She was known as the ""sculptor of the women's movement"".",https://en.wikipedia.org/wiki/Adelaide_Johnson
558,"Keck, Charles",Charles Keck,Charles Keck,TRUE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTLSNPwjqS5hZv7k844v_aa4cAdpnqWGakbZoBbdUNxz-N9kY3W,https://commons.wikimedia.org/wiki/File:Young_Lincoln_by_Charles_Keck.JPG,"Charles Keck was an American sculptor from New York City, New York.",https://en.wikipedia.org/wiki/Charles_Keck
561,"Lodge, Henry Cabot",Henry Cabot Lodge,Henry Cabot Lodge,TRUE,Former United States Senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSynKqS7qDx3wfrIw0Q0iJedcGGRd5qGBuY5V9nQ6cifh3G9Qhu,https://commons.wikimedia.org/wiki/File:Henry_Cabot_Lodge_cph.3a38855.jpg,"Henry Cabot Lodge was an American Republican politician, historian, and statesman from Massachusetts. He served in the United States Senate from 1893 to 1924 and is best known for his positions on foreign policy. ",https://en.wikipedia.org/wiki/Henry_Cabot_Lodge
562,"Lunceford, Jimmie",Jimmie Lunceford,Jimmie Lunceford,TRUE,American saxophonist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQLXkSXtYnkkGElD1CKlJEIPyUOv9HV0jof3L0ivq7AOJ9ya1Vo,https://en.wikipedia.org/wiki/Jimmie_Lunceford,James Melvin Lunceford was an American jazz alto saxophonist and bandleader in the swing era.,https://en.wikipedia.org/wiki/Jimmie_Lunceford
563,"MacDonald, Pirie",Pirie MacDonald,Pirie MacDonald,TRUE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS_sAk-w90dETgktMpt89cwBCtXXH4mR5n_icDhX1sYF0a0nZVv,https://commons.wikimedia.org/wiki/File:Theodore_Roosevelt_by_Pirie_MacDonald_cph.3a14467.jpg,"Ian Pirie MacDonald was an American portrait photographer, New York City civic leader, and peace advocate. He photographed over 70,000 men in the span of his career, including international heads of state, religious leaders, and artists.",https://en.wikipedia.org/wiki/Pirie_MacDonald
564,"Marigny, Marquis de",Marquis de Marigny,Abel-FranÃ§ois Poisson,FALSE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJfyuaD_V7h2qPPTb4bzD2YHoyvRTslo7LzbnEl4pzUu0LtlGQ,https://en.wikipedia.org/wiki/Abel-Fran%C3%A7ois_Poisson,"Abel-FranÃ§ois Poisson de VandiÃ¨res, marquis de Marigny and marquis de Menars, often referred to simply as marquis de Marigny, was a French nobleman who served as the director general of the King's Buildings. ",https://en.wikipedia.org/wiki/Abel-Fran%C3%A7ois_Poisson
565,"Mather, Margrethe",Margrethe Mather,Margrethe Mather,TRUE,American photographer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR3BX2O8DR25J01mXG4sbCgnEHxVIHRLkJwJ6dpk2Gmp0vQ4UlY,https://commons.wikimedia.org/wiki/File:Alice_Terry_portrait_by_Margrethe_Mather.jpg,"Margrethe Mather was an American photographer. She was one of the best known female photographers of the early 20th century. Initially she influenced and was influenced by Edward Weston while working in the pictorial style, but she independently developed a strong eye for patterns and design that transformed some of her photographs into modernist abstract art. ",https://en.wikipedia.org/wiki/Margrethe_Mather
567,"McKinley, Ida Saxton",Ida Saxton McKinley,Ida Saxton McKinley,TRUE,Former First Lady of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTkke36K63HsPOIN1HqrT0lwRzN0235jwrr1BbjeM2DPDWaHvDN,https://commons.wikimedia.org/wiki/File:ISMcKinley.jpg,Ida McKinley was the First Lady of the United States from 1897 until 1901.,https://en.wikipedia.org/wiki/Ida_Saxton_McKinley
568,"Michel, Jean Baptiste",Jean Baptiste Michel,Jean-Baptiste Lully,FALSE,French-Italian composer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSUeUqiilaeRuxjJYZcmfajbYggRIbHLF2vxDDtR1ibBXTMY5Ig,https://cs.m.wikipedia.org/wiki/Soubor:Paul_Mignard_-_Jean-Baptiste_Lully.jpg,"Jean-Baptiste Lully was an Italian-born French composer, instrumentalist, and dancer who spent most of his life working in the court of Louis XIV of France. He is considered a master of the French Baroque style. Lully disavowed any Italian influence in French music of the period. He became a French subject in 1661.",https://en.wikipedia.org/wiki/Jean-Baptiste_Lully
569,"Moss, Elisabeth",Elisabeth Moss,Elisabeth Moss,TRUE,Actor,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7vzD20S_sUhY4B9vzm6ECGbtTe93p63lSu29274yT8ZA6ejQq,https://commons.wikimedia.org/wiki/File:Elisabeth_Moss_LF.jpg,"Elisabeth Singleton Moss is an American actor and producer. She has received numerous accolades, including two Primetime Emmy Awards and two Golden Globe Awards. Her extensive television work led Vulture to name her the ""Queen of Peak TV"".
",https://en.wikipedia.org/wiki/Elisabeth_Moss
571,"North, Oliver",Oliver North,Oliver North,TRUE,American commentator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQTGQEGO_rRVow1uuIhuchj2lihzuf7xDccgw_0SmFazJwag3V7,https://commons.wikimedia.org/wiki/File:Oliver_North_by_Gage_Skidmore.jpg,"Oliver Laurence North is an American political commentator, television host, military historian, author, and retired United States Marine Corps lieutenant colonel.
",https://en.wikipedia.org/wiki/Oliver_North
574,"Parker, Fess",Fess Parker,Fess Parker,TRUE,American film actor,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqGj5SA6EZ2bj_AReDsno-icUrsFcBnGjtr460lSx-tpQsdzYS,https://commons.wikimedia.org/wiki/File:Fess_Parker_1968.JPG,"Fess Elisha Parker Jr., was an American film and television actor best known for his portrayals of Davy Crockett in the Walt Disney 1954â€“1955 TV miniseries, which aired on ABC, and as Daniel Boone in an NBC television series from 1964 to 1970. ",https://en.wikipedia.org/wiki/Fess_Parker
575,"Parks, Rosa",Rosa Parks,Rosa Parks,TRUE,American activist,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ3c5kSdZ53KCBCAbgxKjWPsP3RQpBmUrn39zSTBSwmNh_MWwC,https://commons.wikimedia.org/wiki/File:Rosaparks.jpg,Rosa Louise McCauley Parks was an American activist in the civil rights movement best known for her pivotal role in the Montgomery bus boycott. ,https://en.wikipedia.org/wiki/Rosa_Parks
576,"Penn, Irving",Irving Penn,Irving Penn,TRUE,American photographer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNzNufjdop-D8uaNm1dqXNMYneNZnfqbxvIDWDqyDOGKQJt5qW,https://commons.wikimedia.org/wiki/File:Polacek_penn_simanek_1986_prague.jpg,"Irving Penn was an American photographer known for his fashion photography, portraits, and still lifes. Penn's career included work at Vogue magazine, and independent advertising work for clients including Issey Miyake and Clinique. ",https://en.wikipedia.org/wiki/Irving_Penn
577,"Perkins, Helen K.",Helen K. Perkins,Helen Keller,FALSE,American author,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRqaGCXFSjVv8I-ctEHwM6GvmPCqrExVHLMsh6hJenxua1yDubT,https://en.wikipedia.org/wiki/File:Helen_KellerA.jpg,"Helen Adams Keller was an American author, political activist, and lecturer. She was the first deaf-blind person to earn a Bachelor of Arts degree. ",https://en.wikipedia.org/wiki/Helen_Keller
578,"Pierce, Franklin",Franklin Pierce,Franklin Pierce,TRUE,14th U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSd7bpG4FKmDJMN1c_mDJOFGedpw5ju-Ft2q8LG4l4D6UnOZ1yl,https://commons.wikimedia.org/wiki/File:Franklin_pierce3.jpg,"Franklin Pierce was the 14th president of the United States, a northern Democrat who saw the abolitionist movement as a fundamental threat to the unity of the nation. ",https://en.wikipedia.org/wiki/Franklin_Pierce
580,"Pollack, Stanley M.",Stanley M. Pollack,Tom Cruise,FALSE,American actor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT7s6OaI1c58sHBAxxzWsJSZceVBPMdKo6_ZIbPWmRptW-0RDwb,https://commons.wikimedia.org/wiki/File:Tom_Cruise_by_Gage_Skidmore_2.jpg,"Thomas Cruise Mapother IV is an American actor and producer. He has received various accolades for his work, including three Golden Globe Awards and three nominations for Academy Awards. ",https://en.wikipedia.org/wiki/Tom_Cruise
581,"Prima, Louis",Louis Prima,Madonna,FALSE,American singer-songwriter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZOlI1ftxzSmOR20jcZUpVO9h31jKix8Ond6qcg-3lq2ODpKlH,https://commons.wikimedia.org/wiki/File:Madonna_Rebel_Heart_Tour_2015_-_Stockholm_(23051472299)_(cropped_2).jpg,"Madonna Louise Ciccone is an American singer, songwriter, and actress. Referred to as the ""Queen of Pop"", she is regarded as one of the most impactful figures in popular culture. ",https://en.wikipedia.org/wiki/Madonna
582,"Rogers, Virginia L.",Virginia L. Rogers,Virginia,FALSE,US State,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRd0DDIloCN-PVUz4VyUDxDPA_pLtW6fgbrQ-to2zblnQiARUmA,https://commons.wikimedia.org/wiki/File:Flag_of_Virginia.svg,"Virginia, officially the Commonwealth of Virginia, is a state in the Southeastern and Mid-Atlantic regions of the United States between the Atlantic Coast and the Appalachian Mountains. ",https://en.wikipedia.org/wiki/Virginia
584,"Roosevelt, Franklin D",Franklin D Roosevelt,Franklin D. Roosevelt,FALSE,32nd U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuRW16tNmrUvXyKIGV_NUsdhP8oDmpFdJCIKLH4u0UB1RjhZvS,https://commons.wikimedia.org/wiki/File:1944_portrait_of_FDR_(2).jpg,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
586,"Schimmel, Wilhelm",Wilhelm Schimmel,Wilhelm Schimmel,TRUE,Instrument company,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWaD_h76IQ1KLnRAwF766G2iLAIUq0M4SVbLA-vZUMtyPG36hk,https://en.wikipedia.org/wiki/Wilhelm_Schimmel,"Schimmel is a German piano maker with factories in Braunschweig, Germany and Kalisz, Poland. Their product line has been described as ""the most highly awarded German piano"".
The company was founded 1885 by Wilhelm Schimmel in Leipzig, Germany. ",https://en.wikipedia.org/wiki/Wilhelm_Schimmel
587,"Scott, Winfield",Winfield Scott,Scotty Moore,FALSE,American guitarist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR-W2eGInhaKYlOEYQKUlpyTBKIhRQlRb_5o3gDjwWu4ZcgNvdh,https://en.wikipedia.org/wiki/Scotty_Moore,"Winfield Scott ""Scotty"" Moore III was an American guitarist and recording engineer who formed The Blue Moon Boys in 1954, Elvis Presley's backing band. He was studio and touring guitarist for Presley between 1954 and 1968.
",https://en.wikipedia.org/wiki/Scotty_Moore
589,"Sheridan, Philip H.",Philip H. Sheridan,Sheridan Reserve Center,FALSE,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQKcAOgcjSbifcfoGlETPZjEq30GaoJYu4d74eT5N_mnkbCtB2Y,https://en.wikipedia.org/wiki/Sheridan_Reserve_Center,"The Philip H. Sheridan Reserve Center is the former Fort Sheridan now in Lake Forest, Highwood, and Highland Park in Lake County, Illinois, United States. ",https://en.wikipedia.org/wiki/Sheridan_Reserve_Center
590,"Souza, Pete",Pete Souza,Pete Souza,TRUE,American photojournalist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTX4lrWFyGQHMZG7uhVKhP9ZnAPCRUhoDAZIoKaJrT2BG0nD9kt,https://commons.wikimedia.org/wiki/File:Pete_Souza_and_Politics_at_Prose-cropped.jpg,"Peter Joseph Souza is an American photojournalist, the former Chief Official White House Photographer for U.S. President Barack Obama and the former director of the White House Photography Office. ",https://en.wikipedia.org/wiki/Pete_Souza
591,"Spock, Benjamin",Benjamin Spock,Spock,FALSE,Fictional character,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQTEw5mQl4QXo1T8g4bY8jGl7PWV7xRx0StuUOscI6O7r5TUMYF,https://commons.wikimedia.org/wiki/File:Leonard_Nimoy_as_Spock_1967.jpg,"Spock is a fictional character in the Star Trek media franchise. Spock, who was originally played by Leonard Nimoy, first appeared in the original Star Trek series serving aboard the starship Enterprise as science officer and first officer, and later as commanding officer of two iterations of the vessel. ",https://en.wikipedia.org/wiki/Spock
593,"Thomas, Charles Xavier",Charles Xavier Thomas,Charles Xavier Thomas,TRUE,French inventor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTa5cmrmbzzyMQDDrBpCR4kGogZMbZTi-oW2aBrINUuBluStBCm,https://commons.wikimedia.org/wiki/File:Charles_Xavier_Thomas_de_Colmar_-_Maisons-Laffitte.jpg,"Charles Xavier Thomas de Colmar was a French inventor and entrepreneur best known for designing, patenting and manufacturing the first commercially successful mechanical calculator, the Arithmometer, and for founding the insurance companies Le Soleil and L'aigle which, under his leadership, became the number one insurance group in France at the beginning of the Second Empire.",https://en.wikipedia.org/wiki/Charles_Xavier_Thomas
594,"Tunney, Gene",Gene Tunney,Gene Tunney,TRUE,American professional boxer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTuMU7pcwU2EFx68I9alAhAW6boBFd5vZLPtVNI_e2wmCqpH0eG,https://commons.wikimedia.org/wiki/File:Gene_Tunney_Portrait_LOC.jpg,"James Joseph ""Gene"" Tunney was an American professional boxer who competed from 1915 to 1928. He held the world heavyweight title from 1926 to 1928, and the American light heavyweight title twice between 1922 and 1923. ",https://en.wikipedia.org/wiki/Gene_Tunney
595,"Vernet, Horace",Horace Vernet,Horace Vernet,TRUE,French painter,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSG9QenpR80goFZDZlW83sO73Wbvs5QxIh0xZfe7B7cTIURXWe5,https://commons.wikimedia.org/wiki/File:Emile_Jean_Horace_Vernet_002.jpg,"Ã‰mile Jean-Horace Vernet, more commonly known as simply Horace Vernet, was a French painter of battles, portraits, and Orientalist subjects.",https://en.wikipedia.org/wiki/Horace_Vernet
596,"Wegman, William",William Wegman,William Wegman,TRUE,American artist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTr60fLgckJM8DsX8mu6Dy5P9okI6Az0HF0ZsP6hM4PXhMNswGh,https://en.wikipedia.org/wiki/William_Wegman_(photographer),"William Wegman is an American artist best known for creating series of compositions involving dogs, primarily his own Weimaraners in various costumes and poses.",https://en.wikipedia.org/wiki/William_Wegman_(photographer)
598,"Williams, Wendy",Wendy Williams,Wendy Williams,TRUE,American television host,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRPQGUOOXHeBoieXQqfH0T1m1nxm2OSa1ISOyKfOpY7kyHaXo58,https://commons.wikimedia.org/wiki/File:WendyWilliamsJun05.jpg,"Wendy Joan Williams is an American television host, businesswoman, media personality and author. Since 2008, she has hosted the nationally syndicated television talk show The Wendy Williams Show.
",https://en.wikipedia.org/wiki/Wendy_Williams
599,"Wilson, Edith",Edith Wilson,Edith Wilson,TRUE,Former First Lady of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSaV4aj5H_kCg0VyA1ccwqR5vwaSSMcIDZP0hlyscQP-998MQBa,https://commons.wikimedia.org/wiki/File:Edith_Wilson_cropped_2.jpg,"Edith Wilson, second wife of President Woodrow Wilson, was First Lady of the United States from 1915 to 1921. She married the widower Wilson in December 1915, during his first term as president. ",https://en.wikipedia.org/wiki/Edith_Wilson
