name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
137,"Bush, Laura Welch",Laura Welch Bush,Laura Bush,FALSE,Former First Lady of the United States,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ9AY3E-T8lFNKmkNN8dwS_Zebj5LWjvsNZW9RNACPxDhsccqQk,https://commons.wikimedia.org/wiki/File:Laura_Bush_portrait.jpg,"Laura Lane Welch Bush is an American educator who was First Lady of the United States as the wife of President George W. Bush, from 2001 to 2009. Bush previously served as First Lady of Texas from 1995 to 2000.
",https://en.wikipedia.org/wiki/Laura_Bush
139,"Jonrowe, DeeDee",DeeDee Jonrowe,DeeDee Jonrowe,TRUE,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgvUGHJjlFclbbSWSVULczy8vMq7fiDnmK9aIDj119yZ43_ltr,"https://commons.wikimedia.org/wiki/File:Portrait_of_an_Alaskan_legend,_DeeDee_Jonrowe_(8529503537).jpg","DeeDee Ann Jonrowe is an American kennel owner and dog musher who is a three-time runner up in the Iditarod Trail Sled Dog Race, and holds the fastest time ever recorded for a woman. ",https://en.wikipedia.org/wiki/DeeDee_Jonrowe
140,"Lieberman, Joseph I.",Joseph I. Lieberman,Joe Lieberman,FALSE,Former United States Senator,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQalGMxn-QtL8lQsdc-mKTm_fSX1ot5iHUPW6b3Hrqh1Lc2tLUr,https://commons.wikimedia.org/wiki/File:Joe_Lieberman_official_portrait_2_(cropped_2).jpg,"Joseph Isadore Lieberman is an American politician, lobbyist and attorney who served as a United States Senator from Connecticut from 1989 to 2013. ",https://en.wikipedia.org/wiki/Joe_Lieberman
142,"Taft, William H.",William H. Taft,William Howard Taft,FALSE,27th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVnPIM7qXAjGt8kZRtoK1gklKgCg_geB0e0dv2w91r88CnBxOY,https://commons.wikimedia.org/wiki/File:William_Howard_Taft_1909b.jpg,"William Howard Taft was the 27th president of the United States and the tenth Chief Justice of the United States, the only person to have held both offices. ",https://en.wikipedia.org/wiki/William_Howard_Taft
143,"Bennett, Jr., Louis",Louis Jr. Bennett,Louis Bennett Jr.,FALSE,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ3tw-7HBVxMjjDSi5BGJEt9mmrFEorOqo1CLASZOqBIMr87L08,https://en.wikipedia.org/wiki/Louis_Bennett_Jr.,"Louis Bennett Jr. was an American pursuit pilot and a flying ace in World War I.
He died near Marquillies, France in combat on 24 August 1918.",https://en.wikipedia.org/wiki/Louis_Bennett_Jr.
144,"Berlin, Irving",Irving Berlin,Irving Berlin,TRUE,American composer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQoI67xlfkJ4fDJ1LFPzfDopPhwckfAeZlCn4eZPEGzhMr0pITP,https://pl.m.wikipedia.org/wiki/Plik:BerlinPortrait1.jpg,"Irving Berlin was an American composer and lyricist, widely considered one of the greatest songwriters in American history. His music forms a great part of the Great American Songbook. ",https://en.wikipedia.org/wiki/Irving_Berlin
145,"Bryan, William Jennings",William Jennings Bryan,William Jennings Bryan,TRUE,Former United States Secretary of State,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcScgL1iQyElB3f538G1WcQCCLpoj1pHABD-henDRLhwhO4SWuRU,"https://commons.wikimedia.org/wiki/File:BRYAN,_WILLIAM_JENNINGS_LCCN2016856655_(cropped).jpg","William Jennings Bryan was an American orator and politician from Nebraska. Beginning in 1896, he emerged as a dominant force in the Democratic Party, running three times as the party's nominee for President of the United States in the 1896, 1900, and 1908 elections. ",https://en.wikipedia.org/wiki/William_Jennings_Bryan
146,"Fortuny y Carbo, Mariano",Mariano Fortuny y Carbo,MariÃ  Fortuny,FALSE,Spanish painter,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSW6UkRaEktDUWGVopAU7DVOVuCDTfMG-nEBZdQXlPGx0Hy1dvi,https://commons.wikimedia.org/wiki/File:Mari%C3%A0_Fortuny_-_Self-portrait_-_Google_Art_Project.jpg,"MariÃ  Josep Maria Bernat Fortuny i Marsal, known more simply as MariÃ  Fortuny or Mariano Fortuny, was the leading Spanish painter of his day, with an international reputation. ",https://en.wikipedia.org/wiki/Mari%C3%A0_Fortuny
147,"Harrison, Benjamin",Benjamin Harrison,Richard Benjamin Harrison,FALSE,American businessman,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSHwwW6V08KfLwHEsm3rZ961Pm27KG5gsMSvax4TQDdqaeEdzNM,https://en.wikipedia.org/wiki/Richard_Benjamin_Harrison,"Richard Benjamin Harrison Jr., also known by the nicknames The Old Man and The Appraiser, was an American businessman and reality television personality, best known as the co-owner of the World Famous Gold &amp; Silver Pawn Shop, as featured on the History Channel series Pawn Stars. ",https://en.wikipedia.org/wiki/Richard_Benjamin_Harrison
148,"Napier, John",John Napier,John Napier,TRUE,Scottish mathematician,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9uc6xHBqiHJp-gf7wpbzwPHh8Hz78_3bp4V0H75qB_PBGsL2b,https://es.m.wikipedia.org/wiki/Archivo:John_Napier_(Neper).jpg,"John Napier of Merchiston, nicknamed Marvellous Merchiston, was a Scottish landowner known as a mathematician, physicist, and astronomer. He was the 8th Laird of Merchiston. His Latinized name was Ioannes Neper.
John Napier is best known as the discoverer of logarithms. ",https://en.wikipedia.org/wiki/John_Napier
149,"Adams, Ansel",Ansel Adams,Ansel Adams,TRUE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRSUA31j96QvqnYVcHFZ85q0Y8llGZkMMTrmkoCnTYhCM6U_Of9,https://commons.wikimedia.org/wiki/File:Ansel_Adams_and_camera.jpg,Ansel Easton Adams was an American landscape photographer and environmentalist known for his black-and-white images of the American West. ,https://en.wikipedia.org/wiki/Ansel_Adams
151,"Lantz, Walter",Walter Lantz,Walter Lantz,TRUE,American cartoonist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSncQBy6s2w6NA04zUfXbqNyiXz7_DLFSBagWW-SRga98RoGHzF,https://commons.wikimedia.org/wiki/File:Walter_Lantz_(1983).jpg,"Walter Benjamin Lantz was an American cartoonist, animator, film producer, director and actor best known for founding Walter Lantz Productions and creating Woody Woodpecker.",https://en.wikipedia.org/wiki/Walter_Lantz
155,"Pershing, John J.",John J. Pershing,John J. Pershing,TRUE,General,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTTGJKQdCZG8-s7fxoAfb0mtO9c7tO7o13LqFO14EOGVj-hXLgl,https://fr.m.wikipedia.org/wiki/Fichier:General_John_Joseph_Pershing_head_on_shoulders.jpg,"General of the Armies John Joseph ""Black Jack"" Pershing GCB was a senior United States Army officer. He served most famously as the commander of the American Expeditionary Forces on the Western Front in World War I, 1917â€“18.
",https://en.wikipedia.org/wiki/John_J._Pershing
156,"Richardson III, William Blaine",William Blaine Richardson III,Bill Richardson,FALSE,Former Governor of New Mexico,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtmm1T1iebo7yMS5HVDSR9eLeNHi_kQQDJlJivUrYAtwK_yf-w,"https://de.wikipedia.org/wiki/Datei:Bill_Richardson,_official_DOE_photo.png","William Blaine Richardson III is an American politician, author, and diplomat, who served as the 30th governor of New Mexico from 2003 to 2011. He was also U.S. Ambassador to the United Nations and Energy Secretary in the Clinton administration, a U.S. ",https://en.wikipedia.org/wiki/Bill_Richardson
158,"Weston, Edward",Edward Weston,Edward Weston,TRUE,American photographer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROzwGkLrnYDHlGrRwPlFZwrKtmQ-TdFZ6hejlVQAIZYpe27WUD,https://commons.wikimedia.org/wiki/File:Tina_Modotti_with_her_arms_raised_-_Edward_Weston.jpg,"Edward Henry Weston was a 20th-century American photographer. He has been called ""one of the most innovative and influential American photographers..."" and ""one of the masters of 20th century photography."" ",https://en.wikipedia.org/wiki/Edward_Weston
159,"Cheney, Richard B.",Richard B. Cheney,Dick Cheney,FALSE,Former Vice President of the United States,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRzWnO1riUY0enFMVO01av623lpKbJKrisoEDyD-Btpwx5KkMOg,https://commons.wikimedia.org/wiki/File:Richard_Cheney_2005_official_portrait.jpg,Richard Bruce Cheney is an American politician and businessman who served as the 46th vice president of the United States from 2001 to 2009. He has been cited as the most powerful vice president in American history. ,https://en.wikipedia.org/wiki/Dick_Cheney
160,"Cleveland, Grover",Grover Cleveland,Grover Cleveland,TRUE,22nd U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRw90CTop7_Ctm4XfGPaRgLdFUlIfHUUhlfe9I2yNAysWuKkzb5,https://commons.wikimedia.org/wiki/File:StephenGroverCleveland.png,"Stephen Grover Cleveland was an American politician and lawyer who was the 22nd and 24th president of the United States, the only president in American history to serve two non-consecutive terms in office. ",https://en.wikipedia.org/wiki/Grover_Cleveland
166,"Sherman, William Tecumseh",William Tecumseh Sherman,William Tecumseh Sherman,TRUE,American soldier,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTg-rtugEiiN-lQHKyIqRv9Iq-F6mIpI8QsxDb_2YFCly916j-t,https://commons.wikimedia.org/wiki/File:William-Tecumseh-Sherman.jpg,"William Tecumseh Sherman was an American soldier, businessman, educator, and author. He served as a general in the Union Army during the American Civil War, receiving recognition for his command of military strategy as well as criticism for the harshness of the scorched earth policies he implemented in conducting total war against the Confederate States. ",https://en.wikipedia.org/wiki/William_Tecumseh_Sherman
167,"Kefauver, Estes",Estes Kefauver,Estes Kefauver,TRUE,Former U.S. Representative,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRiyv_7e5erc12-UQAZZFr11oI4VSlzZTRIEfmlO3wChmq7GFgL,https://en.wikipedia.org/wiki/Estes_Kefauver,"Carey Estes Kefauver was an American politician from Tennessee. A member of the Democratic Party, he served in the U.S. House of Representatives from 1939 to 1949 and in the Senate from 1949 until his death in 1963.
",https://en.wikipedia.org/wiki/Estes_Kefauver
170,"Agnew, Spiro",Spiro Agnew,Spiro Agnew,TRUE,Former Vice President of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhcrliRew0VbfvY3rvozda5QJfGrhoRkUzimVXqFRkaDLrNME7,https://ko.m.wikipedia.org/wiki/%ED%8C%8C%EC%9D%BC:Spiro_Agnew.jpg,"Spiro Theodore Agnew was the 39th vice president of the United States from 1969 until his resignation in 1973. He is the second and most recent vice president to resign the position, the other being John C. Calhoun in 1832. ",https://en.wikipedia.org/wiki/Spiro_Agnew
171,"Basch, Peter",Peter Basch,Peter Basch,TRUE,Photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcST2kXefBQuekF7YMHpstiOxNIkX8HS3I_4sLVv9FyqNEA9QnnG,https://commons.wikimedia.org/wiki/File:Carroll_Baker_by_Peter_Basch.png,"Peter Basch was an American magazine and glamour photographer. He was born in Berlin, lived and died in New York City. The main body of his work was produced in the fifties and sixties.",https://en.wikipedia.org/wiki/Peter_Basch
172,"Cheney, Lynne",Lynne Cheney,Liz Cheney,FALSE,U.S. Representative,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQYlzd0Vxkj-yN6e0PdrcQNNwcUcwEsFjJs5cWhFdlzJ3FPVhf3,https://en.wikipedia.org/wiki/File:Liz_Cheney_official_116th_Congress_portrait.jpg,"Elizabeth Lynne Cheney is an American attorney and politician serving as the U.S. Representative for Wyoming's at-large congressional district since 2017. Cheney is the House Republican Conference Chair, the third-highest position in GOP House leadership. She is the third woman elected to that position after Deborah Pryce and Cathy McMorris Rodgers.
Cheney is the elder daughter of former Vice President Dick Cheney and Lynne Cheney. She held several positions in the U.S. State Department during the George W. Bush administration. ",https://en.wikipedia.org/wiki/Liz_Cheney
174,"Grant, Ulysses S. (Ulysses Simpson)",Ulysses S. (Ulysses Simpson) Grant,Ulysses S. Grant,FALSE,18th U.S. President,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR73Xl4X1EchheiFUpU97mTErSeii7yu8Lq9dmRXepKZhyuWJkc,https://en.wikipedia.org/wiki/File:Ulysses_S._Grant_1870-1880.jpg,Ulysses S. Grant was an American soldier and politician who served as the 18th president of the United States from 1869 to 1877. ,https://en.wikipedia.org/wiki/Ulysses_S._Grant
175,"Quayle, Dan",Dan Quayle,Dan Quayle,TRUE,Former Vice President of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQsdvY4yFDAJL6gU5cbq910CEXEBjfOO1xYibDQzN5bn0tik7WE,https://commons.wikimedia.org/wiki/File:Dan_Quayle.jpg,James Danforth Quayle is an American politician and lawyer who served as the 44th vice president of the United States from 1989 to 1993. ,https://en.wikipedia.org/wiki/Dan_Quayle
178,"von Martens, Friedrich",Friedrich von Martens,Friedrich Martens,FALSE,Russian diplomat,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR6bKSxzr3a0Hap4X3eb6navP3RwLJD7W_rTwiXY0S65tWVWb15,https://commons.wikimedia.org/wiki/File:Friedrich_Fromhold_Martens_1878-huge.jpg,"Friedrich Fromhold Martens, or Friedrich Fromhold von Martens, also known as Fyodor Fyodorovich Martens in Russian and FrÃ©dÃ©ric Frommhold Martens in French was a diplomat and jurist in service of the Russian Empire who made important contributions to the science of international law. ",https://en.wikipedia.org/wiki/Friedrich_Martens
179,"Washington, George",George Washington,George Washington,TRUE,1st U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcThqrOqMKNpGudoB5Qb8U-FFsqUGDceKuK7UewtxntADBCLGk8V,https://de.m.wikipedia.org/wiki/Datei:01_george_washington-1-.jpg,"George Washington was an American political leader, military general, statesman, and founding father who served as the first president of the United States from 1789 to 1797. ",https://en.wikipedia.org/wiki/George_Washington
181,"Harrison, William",William Harrison,William Henry Harrison,FALSE,9th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNSfgYJ8ArQ2BG_i4ZIUA0Jexmr-A-f2UzSjq_7m5rXdkgbzU-,"https://de.m.wikipedia.org/wiki/Datei:William_Henry_Harrison_by_James_Reid_Lambdin,_1835.jpg",William Henry Harrison was an American military officer and politician who served as the ninth president of the United States in 1841. ,https://en.wikipedia.org/wiki/William_Henry_Harrison
182,"Hoover, Herbert",Herbert Hoover,Herbert Hoover,TRUE,31st U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5Zt8wZgem2-IjXZQ0CfVmWjmarNfJlwpJYaCKTDIW2uQ_v_no,https://it.wikipedia.org/wiki/File:President_Hoover_portrait.jpg,"Herbert Clark Hoover was an American engineer, businessman, and politician, who served as the 31st president of the United States from 1929 to 1933. A member of the Republican Party, he held office during the onset of the Great Depression. ",https://en.wikipedia.org/wiki/Herbert_Hoover
185,"Biddle, Jr., Ambassador Anthony Joseph Drexel",Ambassador Anthony Joseph Drexel Jr. Biddle,"Anthony Joseph Drexel Biddle, Jr.",FALSE,American diplomat,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQd3c1me90NMBOJr-VlwkbVW1owtciKGzkQ7eoXa2Sy940c-Lj-,https://en.wikipedia.org/wiki/Anthony_Joseph_Drexel_Biddle_Jr.,"Anthony Joseph Drexel Biddle Jr. was an American diplomat who served as ambassador to several countries between the 1930s and 1961. He served in the United States Army during World War I and after World War II, reaching the rank of major general.",https://en.wikipedia.org/wiki/Anthony_Joseph_Drexel_Biddle_Jr.
186,"Draper, John William",John William Draper,John William Draper,TRUE,American scientist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRSunMnJwkp6AghnLcZLDiML7_wuXpfVupbieakMPNbB-uydP8d,https://commons.wikimedia.org/wiki/File:John_William_Draper4.jpg,"John William Draper was an English-born American scientist, philosopher, physician, chemist, historian and photographer. He is credited with producing the first clear photograph of a female face and the first detailed photograph of the moon in 1840. ",https://en.wikipedia.org/wiki/John_William_Draper
187,"Garfield, James A.",James A. Garfield,James A. Garfield,TRUE,20th U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSq-EDoIexFT72qO8zdTCorb9kOTZJDgHihZ9NdapJpYVs_t0fb,"https://de.m.wikipedia.org/wiki/Datei:James_Abram_Garfield,_photo_portrait_seated.jpg","James Abram Garfield was the 20th president of the United States, serving from March 4, 1881, until his death by assassination six and a half months later. ",https://en.wikipedia.org/wiki/James_A._Garfield
188,"Hine, Lewis",Lewis Hine,Lewis Hine,TRUE,American sociologist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ9rZg3hOhe5O4DEJ3jOXOALddnl3cLVw9odjeBW2fq01rOZ4PE,https://es.m.wikipedia.org/wiki/Archivo:Lewis_Hine_selfportrait.jpg,Lewis Wickes Hine was an American sociologist and photographer. Hine used his camera as a tool for social reform. His photographs were instrumental in changing child labor laws in the United States.,https://en.wikipedia.org/wiki/Lewis_Hine
189,"Jackson, Andrew",Andrew Jackson,Andrew Jackson,TRUE,7th U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT8Tq48FHbOd7G2tdICtWTR-usaFHRd1XlyiqurtdaLaEIpCidb,https://commons.wikimedia.org/wiki/File:Andrew_Jackson_Daguerrotype-crop.jpg,Andrew Jackson was an American soldier and statesman who served as the seventh president of the United States from 1829 to 1837. ,https://en.wikipedia.org/wiki/Andrew_Jackson
190,"Marx, Groucho",Groucho Marx,Groucho Marx,TRUE,American comedian,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzRmKEpYRnhVm7bL1jAoXXlxlpyHN-sMdxaMM7TWtgfdjnMy_2,https://commons.wikimedia.org/wiki/File:Groucho_Marx_classic_pose_1958.JPG,"Julius Henry ""Groucho"" Marx was an American comedian, actor, writer, stage, film, radio, and television star. He is generally considered to have been a master of quick wit and one of America's greatest comedians.
",https://en.wikipedia.org/wiki/Groucho_Marx
191,"Robinson, Boardman",Boardman Robinson,Boardman Robinson,TRUE,American-Canadian painter,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQppqi5-J9qot5-YkiWjW2nLUmxCK8-bcZ_QiGP9J6v4kgh-7-b,https://es.wikipedia.org/wiki/Archivo:Europe_Boardman_Robinson.jpg,"Boardman Michael Robinson was a Canadian-American painter, illustrator and cartoonist.",https://en.wikipedia.org/wiki/Boardman_Robinson
193,"Tancredo, Tom",Tom Tancredo,Tom Tancredo,TRUE,Former United States Representative,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShy-I2LzEec9ydoVs93uDGSKDdgjn73im8-hRcvJZKmYXnuw4N,"https://commons.wikimedia.org/wiki/File:Tom_Tancredo,_official_Congressional_photo.jpg","Thomas Gerard Tancredo is an American politician from Colorado, who represented the state's sixth congressional district in the United States House of Representatives from 1999 to 2009 as a Republican. ",https://en.wikipedia.org/wiki/Tom_Tancredo
194,"Thompson, Fred",Fred Thompson,Fred Thompson,TRUE,Former United States Senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQEWF-vMtLmE2Sq9d-ArVvy-2dioZyMdHzIBtqjjz6gyxZgIO9r,https://en.wikipedia.org/wiki/Fred_Thompson,"Freddie Dalton Thompson was an American politician, attorney, lobbyist, columnist, actor and radio personality. Thompson, a Republican, served in the United States Senate representing Tennessee from 1994 to 2003, and was a Republican presidential candidate in 2008.
",https://en.wikipedia.org/wiki/Fred_Thompson
195,"Brauch, Tim",Tim Brauch,Tim Brauch,TRUE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRunLbr-t7lI8VEJ1CdPVmvS8qfw1Jl_fHcrAcOkaEXJJ5KBhsT,https://en.wikipedia.org/wiki/Tim_Brauch,"Timothy ""Tim"" Michael Brauch was an American professional skateboarder who grew up in San Jose, California. Brauch came up in skateboarding during the late 1980s and early 1990s, a period of skateboarding when professionalism meant small paychecks and little fame outside skateboarding, but much travel and many experiences and good times with friends and like-minded skaters.",https://en.wikipedia.org/wiki/Tim_Brauch
197,"Clark, Wesley",Wesley Clark,Wesley Clark,TRUE,Political figure,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSG_DFZysmr8A4gp5JYzkGQJWOxrfhpUrulAIs4MeK8tiJWNN4h,"https://commons.wikimedia.org/wiki/File:General_Wesley_Clark_official_photograph,_edited.jpg","Wesley Kanne Clark, Sr. is a retired general of the United States Army. He graduated as valedictorian of the class of 1966 at West Point and was awarded a Rhodes Scholarship to the University of Oxford, where he obtained a degree in Philosophy, Politics and Economics. ",https://en.wikipedia.org/wiki/Wesley_Clark
200,"Palin, Sarah Heath",Sarah Heath Palin,Sarah Palin,FALSE,Former Governor of Alaska,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5nV8ei7ngokQeBS1uhYoOtXxqd1S9uc6jyxSFzLGddfZ_YfrH,https://en.wikipedia.org/wiki/Sarah_Palin,"Sarah Louise Palin is an American retired politician, commentator, author, and reality television personality, who served as the ninth governor of Alaska from 2006 until her resignation in 2009. ",https://en.wikipedia.org/wiki/Sarah_Palin
201,"Rockefeller, Nelson A.",Nelson A. Rockefeller,Nelson Rockefeller,FALSE,Former Vice President of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS5gTxQWgaKEbNLzpUA3ueA4BhFTeMwmGPbelYUEhPoPqMRVgVT,https://pt.wikipedia.org/wiki/Lista_de_governadores_de_Nova_Iorque,"Nelson Aldrich Rockefeller was an American businessman and politician who served as the 41st vice president of the United States from 1974 to 1977, and previously as the 49th governor of New York from 1959 to 1973. ",https://en.wikipedia.org/wiki/Nelson_Rockefeller
203,"Beals, Jessie Tarbox",Jessie Tarbox Beals,Jessie Tarbox Beals,TRUE,Photographer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDx8kFxfo_oP7TZ0bFJPEvuJthV4mp01MSH9yYrC35iLu1dmai,https://commons.wikimedia.org/wiki/File:%22Jessie_Tarbox_Beals_and_Punkin%22_set_up_to_take_a_photograph_at_the_1904_World%27s_Fair.jpg,"Jessie Tarbox Beals was an American photographer, the first published female photojournalist in the United States and the first female night photographer.
She is best known for her freelance news photographs, particularly of the 1904 St. Louis World's Fair, and portraits of places such as Bohemian Greenwich Village.
",https://en.wikipedia.org/wiki/Jessie_Tarbox_Beals
205,"Brooke, John Rutter",John Rutter Brooke,John R. Brooke,FALSE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTF9nJrc4ENijV2mTwj1YoLbEmd1Zvi_iUAUbKIoU_TyGpt5zdB,https://en.wikipedia.org/wiki/John_R._Brooke,John Rutter Brooke was one of the last surviving Union generals of the American Civil War when he died at the age of 88.,https://en.wikipedia.org/wiki/John_R._Brooke
206,"Buchanan, Patrick J.",Patrick J. Buchanan,Patrick Buchanan,FALSE,Former Assistant to the President for Communications,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQUAKUW91lvDPSGpHqj3vxgM1fFixxb8V_u0YgaKfCZoKYC4ZUZ,https://en.wikipedia.org/wiki/Pat_Buchanan,"Patrick Joseph Buchanan is an American paleoconservative political commentator, columnist, politician and broadcaster. Buchanan was an assistant and special consultant to U.S. ",https://en.wikipedia.org/wiki/Pat_Buchanan
209,"Kameny, Frank",Frank Kameny,Frank Kameny,TRUE,American astronomer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSIGEvtr_GpTK2YGwDN5xG8OvikaRTewnnJ7k6FbVZpHDLDa5TY,https://commons.wikimedia.org/wiki/File:Frank_Kameny_June_2010_Pride_1.jpg,"Franklin Edward ""Frank"" Kameny was an American gay rights activist. He has been referred to as ""one of the most significant figures"" in the American gay rights movement.
In 1957, Kameny was dismissed from his position as an astronomer in the U.S. ",https://en.wikipedia.org/wiki/Frank_Kameny
210,"Lodge, Henry Cabot",Henry Cabot Lodge,Henry Cabot Lodge,TRUE,Former United States Senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSynKqS7qDx3wfrIw0Q0iJedcGGRd5qGBuY5V9nQ6cifh3G9Qhu,https://commons.wikimedia.org/wiki/File:Henry_Cabot_Lodge_cph.3a38855.jpg,"Henry Cabot Lodge was an American Republican politician, historian, and statesman from Massachusetts. He served in the United States Senate from 1893 to 1924 and is best known for his positions on foreign policy. ",https://en.wikipedia.org/wiki/Henry_Cabot_Lodge
212,"Murphy, Audie",Audie Murphy,Audie Murphy,TRUE,American soldier,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQtOek1sCr00D4rBJy2R9fQWnBqJ4SbHtPG3U5rhc515nKgsYiv,https://en.wikipedia.org/wiki/File:Audie_Murphy.jpg,"Audie Leon Murphy was an American soldier, actor, songwriter, and rancher. He was one of the most decorated American combat soldiers of World War II. He received every military combat award for valor available from the U.S. Army, as well as French and Belgian awards for heroism. ",https://en.wikipedia.org/wiki/Audie_Murphy
214,"Rich, Bernard ""Buddy""","Bernard ""Buddy"" Rich",Buddy Rich,FALSE,American drummer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW0qa0QxjW6Ua1mcas4v_ddJ-DXkpIlv20iTswI3cO4jshynXv,https://es.m.wikipedia.org/wiki/Archivo:Buddyrich.jpg,"Bernard ""Buddy"" Rich was an American jazz drummer and bandleader. He is considered one of the most influential drummers of all time.
Rich was born and raised in Brooklyn, New York. He discovered his affinity for jazz music at a young age and began drumming at the age of 2. He began playing jazz in 1937, working with acts such as Tommy Dorsey, Count Basie, and Harry James. From 1942 to 1944, Rich served in the U.S. Marines. In 1966, he recorded a big-band style arrangement of songs from West Side Story. He found lasting success in 1967 with the formation of the Buddy Rich Big Band.
Rich was known for his virtuoso technique, power, and speed. He was an advocate of the traditional grip, though he occasionally used match grip when playing the toms. ",https://en.wikipedia.org/wiki/Buddy_Rich
215,"Schwarzkopf, H. Norman",H. Norman Schwarzkopf,Norman Schwarzkopf,FALSE,General,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTICG5AIVeHe0F7oXjdSqQ255Ol6s6nXISVDL6hoMmQxTFKqRDn,https://ar.m.wikipedia.org/wiki/%D9%85%D9%84%D9%81:NormanSchwarzkopf.jpg,"Herbert Norman Schwarzkopf Jr. was a United States Army general. While serving as the commander of United States Central Command, he led all coalition forces in the Gulf War.
",https://en.wikipedia.org/wiki/Norman_Schwarzkopf_Jr.
216,"Albert, Richard L.",Richard L. Albert,Richard Harris,FALSE,Irish actor,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcToOGpoKHoGrJ2WweIi1mw1_Pwlvkqbe9uOnnzhOprJTuWZn13A,https://commons.wikimedia.org/wiki/File:Richard_Harris_2.jpg,"Richard John Harris was an Irish actor and singer. He appeared on stage and in many films, notably as Frank Machin in This Sporting Life, for which he was nominated for the Academy Award for Best Actor, and as King Arthur in the 1967 film Camelot, as well as the 1981 revival of the stage musical.
",https://en.wikipedia.org/wiki/Richard_Harris
219,"Dentzel, Gustav A.",Gustav A. Dentzel,Gustav Dentzel,FALSE,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTxD33Y2HeDkcaqbCiuc2W9ihL66zCNrl96nyWG_R6mMA_HK7LS,https://en.wikipedia.org/wiki/Gustav_Dentzel,Gustav Dentzel was a German immigrant who built some of the earliest carousels in the United States.,https://en.wikipedia.org/wiki/Gustav_Dentzel
