Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"Stephen, Adam",StephenAdam,Adam Stephen,Political and Military History,pmh,pmh,3
"Stevens, Francis B.",StevensFrancisB,Francis B. Stevens,Work and Industry,wi,wi,3
"Stradivari, Antonio",StradivariAntonio,Antonio Stradivari,Cultural and Community Life,ccl,ccl,3
"Strong, Jr., Edward K.",StrongJrEdwardK,Edward K. Jr. Strong,Medicine and Science,ms,ms,3
"Sturtevant, B. F.",SturtevantBF,B. F. Sturtevant,Work and Industry,wi,wi,3
"Sweeney-Gamble, Melodie",Sweeney-GambleMelodie,Melodie Sweeney-Gamble,Cultural and Community Life,ccl,ccl,3
"Swett, Moses",SwettMoses,Moses Swett,Cultural and Community Life,ccl,ccl,3
"Swift, James",SwiftJames,James Swift,Medicine and Science,ms,ms,3
"Taylor, C. J.",TaylorCJ,C. J. Taylor,Political and Military History,pmh,pmh,3
"Taylor, Glen",TaylorGlen,Glen Taylor,Political and Military History,pmh,pmh,3
"Taylor, Virginia Wood",TaylorVirginiaWood,Virginia Wood Taylor,Cultural and Community Life,ccl,ccl,3
"Taylor, Zachary",TaylorZachary,Zachary Taylor,Political and Military History,pmh,pmh,3
"Thie, Wilhelm",ThieWilhelm,Wilhelm Thie,Cultural and Community Life,ccl,ccl,3
"Thomas, Norman",ThomasNorman,Norman Thomas,Political and Military History,pmh,pmh,3
"Thrash, Dox",ThrashDox,Dox Thrash,Work and Industry,wi,wi,3
"Thurman, Allen G.",ThurmanAllenG,Allen G. Thurman,Political and Military History,pmh,pmh,3
"Tibado, Clarence J.",TibadoClarenceJ,Clarence J. Tibado,Political and Military History,pmh,pmh,3
"Tinkham, J.",TinkhamJ,J. Tinkham,Work and Industry,wi,wi,3
"Tojo, Hideki",TojoHideki,Hideki Tojo,Political and Military History,pmh,pmh,3
"Tonnelot, Jules",TonnelotJules,Jules Tonnelot,Medicine and Science,ms,ms,3
"Tormey, Margaret McNamara",TormeyMargaretMcNamara,Margaret McNamara Tormey,Cultural and Community Life,ccl,ccl,3
"Townsend, Martha Robinson",TownsendMarthaRobinson,Martha Robinson Townsend,Cultural and Community Life,ccl,ccl,3
"Troye, E.",TroyeE,E. Troye,Cultural and Community Life,ccl,ccl,3
"Trumbull, John",TrumbullJohn,John Trumbull,Cultural and Community Life,ccl,ccl,3
"Underwood, J. A.",UnderwoodJA,J. A. Underwood,Work and Industry,wi,wi,3
"Unsworth, Colin J.",UnsworthColinJ,Colin J. Unsworth,Work and Industry,wi,wi,3
"Vail, Alfred",VailAlfred,Alfred Vail,Work and Industry,wi,wi,3
"Valentine, Warren P.",ValentineWarrenP,Warren P. Valentine,Medicine and Science,ms,ms,3
"Vance, Fred T.",VanceFredT,Fred T. Vance,Cultural and Community Life,ccl,ccl,3
"Verdy, Violette",VerdyViolette,Violette Verdy,Cultural and Community Life,ccl,ccl,3
"Via, Robert M.",ViaRobertM,Robert M. Via,Cultural and Community Life,ccl,ccl,3
"Visscher, Cornelis",VisscherCornelis,Cornelis Visscher,Work and Industry,wi,wi,3
"Visscher, Nicolaes Jansz",VisscherNicolaesJansz,Nicolaes Jansz Visscher,Work and Industry,wi,wi,3
"Volk, Leonard Wells",VolkLeonardWells,Leonard Wells Volk,Political and Military History,pmh,pmh,3
"Von Furstenberg, Diane",VonFurstenbergDiane,Diane Von Furstenberg,Cultural and Community Life,ccl,ccl,3
"Walczak, James E.",WalczakJamesE,James E. Walczak,Work and Industry,wi,wi,3
"Walker, Sophie Liebenau",WalkerSophieLiebenau,Sophie Liebenau Walker,Cultural and Community Life,ccl,ccl,3
"Walters, Miles",WaltersMiles,Miles Walters,Work and Industry,wi,wi,3
"Ward, James N.",WardJamesN,James N. Ward,Political and Military History,pmh,pmh,3
"Warren, George Kendall",WarrenGeorgeKendall,George Kendall Warren,Work and Industry,wi,wi,3
"Washburn, Daniel T.",WashburnDanielT,Daniel T. Washburn,Cultural and Community Life,ccl,ccl,3
"Washington, Hugh Vernon",WashingtonHughVernon,Hugh Vernon Washington,Cultural and Community Life,ccl,ccl,3
"Watson, Mary Way Dickson",WatsonMaryWayDickson,Mary Way Dickson Watson,Cultural and Community Life,ccl,ccl,3
"Wells, Frederic L.",WellsFredericL,Frederic L. Wells,Medicine and Science,ms,ms,3
"Whipple, Guy Montrose",WhippleGuyMontrose,Guy Montrose Whipple,Medicine and Science,ms,ms,3
"White, Clarence Hudson",WhiteClarenceHudson,Clarence Hudson White,Work and Industry,wi,wi,3
"White, Mrs. John Jay",WhiteMrsJohnJay,Mrs. John Jay White,Political and Military History,pmh,pmh,3
"Whitt, Peggy",WhittPeggy,Peggy Whitt,Political and Military History,pmh,pmh,3
"Wicar, Jean Baptiste Joseph",WicarJeanBaptisteJoseph,Jean Baptiste Joseph Wicar,Work and Industry,wi,wi,3
"Wiegand, S. Lloyd",WiegandSLloyd,S. Lloyd Wiegand,Work and Industry,wi,wi,3
"Wilbur, Lawrence Nelson",WilburLawrenceNelson,Lawrence Nelson Wilbur,Work and Industry,wi,wi,3
"Wilcox, Jr., Stephen",WilcoxJrStephen,Stephen Jr. Wilcox,Work and Industry,wi,wi,3
"Wild, John J.",WildJohnJ,John J. Wild,Medicine and Science,ms,ms,3
"Wilkinson, Jephtha A.",WilkinsonJephthaA,Jephtha A. Wilkinson,Work and Industry,wi,wi,3
"Wilson, Erica",WilsonErica,Erica Wilson,Cultural and Community Life,ccl,ccl,3
"Wolak, Helen Tabb",WolakHelenTabb,Helen Tabb Wolak,Cultural and Community Life,ccl,ccl,3
"Wolfe, David",WolfeDavid,David Wolfe,Work and Industry,wi,wi,3
"Woods, Tiger",WoodsTiger,Tiger Woods,Cultural and Community Life,ccl,ccl,3
"Worthington, Henry R.",WorthingtonHenryR,Henry R. Worthington,Work and Industry,wi,wi,3
"Wyon, Leonard C.",WyonLeonardC,Leonard C. Wyon,Work and Industry,wi,wi,3
"Yarnall, Sarah Gifford Little",YarnallSarahGiffordLittle,Sarah Gifford Little Yarnall,Cultural and Community Life,ccl,ccl,3
"Yerkes, Robert Mearns",YerkesRobertMearns,Robert Mearns Yerkes,Medicine and Science,ms,ms,3
"Young, Alice McDonald",YoungAliceMcDonald,Alice McDonald Young,Cultural and Community Life,ccl,ccl,3
"Young, Peter",YoungPeter,Peter Young,Cultural and Community Life,ccl,ccl,3
"Aber, Ita",AberIta,Ita Aber,Cultural and Community Life,ccl,ccl,2
"Accessocraft, N.Y.",AccessocraftNY,N.Y. Accessocraft,Political and Military History,pmh,pmh,2
"Adams, Abigail",AdamsAbigail,Abigail Adams,Political and Military History,pmh,pmh,2
"Adams, George",AdamsGeorge,George Adams,Medicine and Science,ms,ms,2
"Adams, Georgiana Frances",AdamsGeorgianaFrances,Georgiana Frances Adams,Cultural and Community Life,ccl,ccl,2
"Adams, John",AdamsJohn,John Adams,Cultural and Community Life,ccl,ccl,2
"Adams, John",AdamsJohn,John Adams,Work and Industry,wi,wi,2
"Adams, Louisa Catherine",AdamsLouisaCatherine,Louisa Catherine Adams,Political and Military History,pmh,pmh,2
"Adams, Mary Hellen",AdamsMaryHellen,Mary Hellen Adams,Cultural and Community Life,ccl,ccl,2
"Adams, Samuel",AdamsSamuel,Samuel Adams,Political and Military History,pmh,pmh,2
"Adrosko, Rita J.",AdroskoRitaJ,Rita J. Adrosko,Cultural and Community Life,ccl,ccl,2
"Aigner, Lucien",AignerLucien,Lucien Aigner,Work and Industry,wi,wi,2
"Aiken, James",AikenJames,James Aiken,Cultural and Community Life,ccl,ccl,2
"Ainsworth, William",AinsworthWilliam,William Ainsworth,Medicine and Science,ms,ms,2
"Albrecht, Charles",AlbrechtCharles,Charles Albrecht,Cultural and Community Life,ccl,ccl,2
"Albrecht, Christian Friedrich Ludwig",AlbrechtChristianFriedrichLudwig,Christian Friedrich Ludwig Albrecht,Cultural and Community Life,ccl,ccl,2
"Alden, A. E.",AldenAE,A. E. Alden,Work and Industry,wi,wi,2
"Alexander, Grover Cleveland",AlexanderGroverCleveland,Grover Cleveland Alexander,Cultural and Community Life,ccl,ccl,2
"Allegretti, Cosmo",AllegrettiCosmo,Cosmo Allegretti,Cultural and Community Life,ccl,ccl,2
"Allen, Dick",AllenDick,Dick Allen,Cultural and Community Life,ccl,ccl,2
"Allen, Layman E.",AllenLaymanE,Layman E. Allen,Medicine and Science,ms,ms,2
"Allison, Harvey M.",AllisonHarveyM,Harvey M. Allison,Medicine and Science,ms,ms,2
"American Society of Composers, Authors and Publishers",AmericanSocietyofComposersAuthorsandPublishers,Authors and Publishers American Society of Composers,Cultural and Community Life,ccl,ccl,2
"Amos, Wally",AmosWally,Wally Amos,Work and Industry,wi,wi,2
"Amundson, Bill",AmundsonBill,Bill Amundson,Political and Military History,pmh,pmh,2
"Angell, William G.",AngellWilliamG,William G. Angell,Cultural and Community Life,ccl,ccl,2
"Anka, Paul",AnkaPaul,Paul Anka,Cultural and Community Life,ccl,ccl,2
"Annin, William B.",AnninWilliamB,William B. Annin,Medicine and Science,ms,ms,2
"Aragon, Jose, Style of",AragonJoseStyleof,Style of Jose Aragon,Cultural and Community Life,ccl,ccl,2
"Aragon, Rafael (?)",AragonRafael(?),Rafael (?) Aragon,Cultural and Community Life,ccl,ccl,2
"Arisaka, Nariakira",ArisakaNariakira,Nariakira Arisaka,Political and Military History,pmh,pmh,2
"Ark, Mrs. Bock",ArkMrsBock,Mrs. Bock Ark,Cultural and Community Life,ccl,ccl,2
"Armstrong, Neil",ArmstrongNeil,Neil Armstrong,Political and Military History,pmh,pmh,2
"Arnold, Billy Boy",ArnoldBillyBoy,Billy Boy Arnold,Cultural and Community Life,ccl,ccl,2
"Arnold, P. P.",ArnoldPP,P. P. Arnold,Cultural and Community Life,ccl,ccl,2
"Ashbridge, Colonel Whitney K.",AshbridgeColonelWhitneyK,Colonel Whitney K. Ashbridge,Political and Military History,pmh,pmh,2
"Attwood, W. F.",AttwoodWF,W. F. Attwood,Cultural and Community Life,ccl,ccl,2
"Auger, Brian",AugerBrian,Brian Auger,Cultural and Community Life,ccl,ccl,2
"Ausbie, Hubert ""Geese""","AusbieHubert""Geese""","Hubert ""Geese"" Ausbie",Cultural and Community Life,ccl,ccl,2
"Babson, Jane McCall",BabsonJaneMcCall,Jane McCall Babson,Cultural and Community Life,ccl,ccl,2
"Bacot, Edmond",BacotEdmond,Edmond Bacot,Work and Industry,wi,wi,2
"Baekeland, L. H.",BaekelandLH,L. H. Baekeland,Medicine and Science,ms,ms,2
"Baer, Charles",BaerCharles,Charles Baer,Work and Industry,wi,wi,2
"Bailey, Robert E.",BaileyRobertE,Robert E. Bailey,Medicine and Science,ms,ms,2
"Bailliere, Tindall & Cox",BailliereTindall&Cox,Tindall & Cox Bailliere,Medicine and Science,ms,ms,2
"Baker, Charles",BakerCharles,Charles Baker,Medicine and Science,ms,ms,2
"Baker, William H.",BakerWilliamH,William H. Baker,Work and Industry,wi,wi,2
"Baldwin, James",BaldwinJames,James Baldwin,Political and Military History,pmh,pmh,2
"Balenciaga, Cristobal",BalenciagaCristobal,Cristobal Balenciaga,Cultural and Community Life,ccl,ccl,2
"Bamberg, Carl",BambergCarl,Carl Bamberg,Medicine and Science,ms,ms,2
"Bancroft, Milton Herbert",BancroftMiltonHerbert,Milton Herbert Bancroft,Work and Industry,wi,wi,2
"Banks, Darrell",BanksDarrell,Darrell Banks,Cultural and Community Life,ccl,ccl,2
"Bare, Bobby",BareBobby,Bobby Bare,Cultural and Community Life,ccl,ccl,2
"Barger, M. Elizabeth",BargerMElizabeth,M. Elizabeth Barger,Cultural and Community Life,ccl,ccl,2
"Barney, Alice Pike",BarneyAlicePike,Alice Pike Barney,Cultural and Community Life,ccl,ccl,2
"Barnhart, Laura L.",BarnhartLauraL,Laura L. Barnhart,Cultural and Community Life,ccl,ccl,2
"Barrington, C. R.",BarringtonCR,C. R. Barrington,Medicine and Science,ms,ms,2
"Bartak, Joseph F.",BartakJosephF,Joseph F. Bartak,Cultural and Community Life,ccl,ccl,2
"Barth, Henry",BarthHenry,Henry Barth,Work and Industry,wi,wi,2
"Bartlett, Mary A.",BartlettMaryA,Mary A. Bartlett,Work and Industry,wi,wi,2
"Bartley, Chris",BartleyChris,Chris Bartley,Cultural and Community Life,ccl,ccl,2
"Bauer, J.",BauerJ,J. Bauer,Medicine and Science,ms,ms,2
"Beaumont, Victor",BeaumontVictor,Victor Beaumont,Work and Industry,wi,wi,2
"Beauregard, Pierre Gustave Toutant",BeauregardPierreGustaveToutant,Pierre Gustave Toutant Beauregard,Political and Military History,pmh,pmh,2
"Bechtler, Alt Christoph",BechtlerAltChristoph,Alt Christoph Bechtler,Work and Industry,wi,wi,2
"Beck, George",BeckGeorge,George Beck,Cultural and Community Life,ccl,ccl,2
"Becker, Ulrich",BeckerUlrich,Ulrich Becker,Medicine and Science,ms,ms,2
"Beene, Geoffrey",BeeneGeoffrey,Geoffrey Beene,Cultural and Community Life,ccl,ccl,2
"Bell, Jared W.",BellJaredW,Jared W. Bell,Cultural and Community Life,ccl,ccl,2
"Bell, John",BellJohn,John Bell,Political and Military History,pmh,pmh,2
"Bellamy, Francis",BellamyFrancis,Francis Bellamy,Political and Military History,pmh,pmh,2
"Belobrow, Colin Michael",BelobrowColinMichael,Colin Michael Belobrow,Cultural and Community Life,ccl,ccl,2
"Benes, Josef",BenesJosef,Josef Benes,Cultural and Community Life,ccl,ccl,2
"Berchem, Nicolaes",BerchemNicolaes,Nicolaes Berchem,Work and Industry,wi,wi,2
"Bergen, Edgar",BergenEdgar,Edgar Bergen,Cultural and Community Life,ccl,ccl,2
"Bernreuter, Robert G.",BernreuterRobertG,Robert G. Bernreuter,Medicine and Science,ms,ms,2
"Berrettoni, Niccolo",BerrettoniNiccolo,Niccolo Berrettoni,Work and Industry,wi,wi,2
"Berry, Halle",BerryHalle,Halle Berry,Cultural and Community Life,ccl,ccl,2
"Bervic, Charles-Clement",BervicCharles-Clement,Charles-Clement Bervic,Work and Industry,wi,wi,2
"Betsch, M.",BetschM,M. Betsch,Cultural and Community Life,ccl,ccl,2
"Bewick, Thomas",BewickThomas,Thomas Bewick,Work and Industry,wi,wi,2
"Bianchi, Mose di Giosue",BianchiMosediGiosue,Mose di Giosue Bianchi,Work and Industry,wi,wi,2
"Bierstadt, Albert",BierstadtAlbert,Albert Bierstadt,Work and Industry,wi,wi,2
"Bierstadt, Edward",BierstadtEdward,Edward Bierstadt,Work and Industry,wi,wi,2
"Bigard, Barney",BigardBarney,Barney Bigard,Cultural and Community Life,ccl,ccl,2
"Bigelow, Erastus Brigham",BigelowErastusBrigham,Erastus Brigham Bigelow,Cultural and Community Life,ccl,ccl,2
"Bischoff, Johann Paul",BischoffJohannPaul,Johann Paul Bischoff,Medicine and Science,ms,ms,2
"Bitzer, Billy",BitzerBilly,Billy Bitzer,Work and Industry,wi,wi,2
"Black, Lorrie",BlackLorrie,Lorrie Black,Cultural and Community Life,ccl,ccl,2
"Blackwell, Alice Stone",BlackwellAliceStone,Alice Stone Blackwell,Political and Military History,pmh,pmh,2
"Blaine, James",BlaineJames,James Blaine,Political and Military History,pmh,pmh,2
"Blanc, Mel",BlancMel,Mel Blanc,Cultural and Community Life,ccl,ccl,2
"Blane, Marcie",BlaneMarcie,Marcie Blane,Cultural and Community Life,ccl,ccl,2
"Blooteling, Abraham",BlootelingAbraham,Abraham Blooteling,Work and Industry,wi,wi,2
"Blum, Robert Frederick",BlumRobertFrederick,Robert Frederick Blum,Work and Industry,wi,wi,2
"Blunt, Edmund March",BluntEdmundMarch,Edmund March Blunt,Medicine and Science,ms,ms,2
"Blunt, Thomas",BluntThomas,Thomas Blunt,Medicine and Science,ms,ms,2
"Blythe, Jr., Jimmy",BlytheJrJimmy,Jimmy Jr. Blythe,Cultural and Community Life,ccl,ccl,2
"Boas, Franz",BoasFranz,Franz Boas,Work and Industry,wi,wi,2
"Boehme, H. D.",BoehmeHD,H. D. Boehme,Work and Industry,wi,wi,2
"Bogardus, Betty",BogardusBetty,Betty Bogardus,Cultural and Community Life,ccl,ccl,2
"Bojorquez, Charles",BojorquezCharles,Charles Bojorquez,Cultural and Community Life,ccl,ccl,2
"Boll, Walter G.",BollWalterG,Walter G. Boll,Political and Military History,pmh,pmh,2
"Bonaparte, Napoleon",BonaparteNapoleon,Napoleon Bonaparte,Work and Industry,wi,wi,2
"Bonnyman, Annabella",BonnymanAnnabella,Annabella Bonnyman,Cultural and Community Life,ccl,ccl,2
"Bono, Mary",BonoMary,Mary Bono,Political and Military History,pmh,pmh,2
"Boone, Pat",BoonePat,Pat Boone,Cultural and Community Life,ccl,ccl,2
"Booth, Evangeline Cory",BoothEvangelineCory,Evangeline Cory Booth,Political and Military History,pmh,pmh,2
"Borel, Antoine",BorelAntoine,Antoine Borel,Work and Industry,wi,wi,2
"Borino, Albert N.",BorinoAlbertN,Albert N. Borino,Cultural and Community Life,ccl,ccl,2
"Bosworth, Noah",BosworthNoah,Noah Bosworth,Medicine and Science,ms,ms,2
"Bouchet, Michael",BouchetMichael,Michael Bouchet,Medicine and Science,ms,ms,2
"Bouguereau, William-Adolphe",BouguereauWilliam-Adolphe,William-Adolphe Bouguereau,Work and Industry,wi,wi,2
"Bourdon, Sebastien",BourdonSebastien,Sebastien Bourdon,Work and Industry,wi,wi,2
"Bowser, Elizabeth Harriet Stevens",BowserElizabethHarrietStevens,Elizabeth Harriet Stevens Bowser,Cultural and Community Life,ccl,ccl,2
"Bracken, J. M.",BrackenJM,J. M. Bracken,Cultural and Community Life,ccl,ccl,2
"Brackett, Abbie Corey",BrackettAbbieCorey,Abbie Corey Brackett,Cultural and Community Life,ccl,ccl,2
"Bradford, Samuel F.",BradfordSamuelF,Samuel F. Bradford,Work and Industry,wi,wi,2
"Bradford, William A.",BradfordWilliamA,William A. Bradford,Cultural and Community Life,ccl,ccl,2
"Bradley, Buddy",BradleyBuddy,Buddy Bradley,Political and Military History,pmh,pmh,2
"Bray, Tony South Atlantic",BrayTonySouthAtlantic,Tony South Atlantic Bray,Work and Industry,wi,wi,2
"Brayton, George B.",BraytonGeorgeB,George B. Brayton,Work and Industry,wi,wi,2
"Breck, Rachel",BreckRachel,Rachel Breck,Cultural and Community Life,ccl,ccl,2
"Breckenridge, John Cabell",BreckenridgeJohnCabell,John Cabell Breckenridge,Political and Military History,pmh,pmh,2
"Breckenridge, William E.",BreckenridgeWilliamE,William E. Breckenridge,Medicine and Science,ms,ms,2
"Bretherton, James",BrethertonJames,James Bretherton,Work and Industry,wi,wi,2
"Breul, H.",BreulH,H. Breul,Cultural and Community Life,ccl,ccl,2
"Brewer, Chester",BrewerChester,Chester Brewer,Cultural and Community Life,ccl,ccl,2
"Brewer, John S.",BrewerJohnS,John S. Brewer,Cultural and Community Life,ccl,ccl,2
"Brewster, Frederick Foster",BrewsterFrederickFoster,Frederick Foster Brewster,Cultural and Community Life,ccl,ccl,2
"Bricker, John W.",BrickerJohnW,John W. Bricker,Political and Military History,pmh,pmh,2
"Bridport, Hugh",BridportHugh,Hugh Bridport,Cultural and Community Life,ccl,ccl,2
"Briggs, Charles A.",BriggsCharlesA,Charles A. Briggs,Cultural and Community Life,ccl,ccl,2
"Brightly, J. H.",BrightlyJH,J. H. Brightly,Work and Industry,wi,wi,2
"Brine, Mary D.",BrineMaryD,Mary D. Brine,Cultural and Community Life,ccl,ccl,2
"Brooks, Donnie",BrooksDonnie,Donnie Brooks,Cultural and Community Life,ccl,ccl,2
"Brown, Everen T.",BrownEverenT,Everen T. Brown,Work and Industry,wi,wi,2
"Brown, James",BrownJames,James Brown,Cultural and Community Life,ccl,ccl,2
"Brown, John",BrownJohn,John Brown,Political and Military History,pmh,pmh,2
"Brown, O. Phelps",BrownOPhelps,O. Phelps Brown,Medicine and Science,ms,ms,2
"Brown, Peter",BrownPeter,Peter Brown,Cultural and Community Life,ccl,ccl,2
"Brown, Ray",BrownRay,Ray Brown,Cultural and Community Life,ccl,ccl,2
"Brownell, Frank E.",BrownellFrankE,Frank E. Brownell,Political and Military History,pmh,pmh,2
"Brush, Charles E.",BrushCharlesE,Charles E. Brush,Cultural and Community Life,ccl,ccl,2
"Bufford, John Henry",BuffordJohnHenry,John Henry Bufford,Work and Industry,wi,wi,2
"Buhot, Felix Hilaire",BuhotFelixHilaire,Felix Hilaire Buhot,Work and Industry,wi,wi,2
"Bull, Lucien Georges",BullLucienGeorges,Lucien Georges Bull,Work and Industry,wi,wi,2
"Bullock, William",BullockWilliam,William Bullock,Work and Industry,wi,wi,2
"Bunge, Paul",BungePaul,Paul Bunge,Medicine and Science,ms,ms,2
"Burkhart, Dr. W. S.",BurkhartDrWS,Dr. W. S. Burkhart,Medicine and Science,ms,ms,2
"Buscema, Sal",BuscemaSal,Sal Buscema,Cultural and Community Life,ccl,ccl,2
"Bushnell, Jr., David I.",BushnellJrDavidI,David I. Jr. Bushnell,Work and Industry,wi,wi,2
"Butterworth, Hannah Rogers",ButterworthHannahRogers,Hannah Rogers Butterworth,Cultural and Community Life,ccl,ccl,2
"Cabrera de Colberg, Providencia",CabreradeColbergProvidencia,Providencia Cabrera de Colberg,Cultural and Community Life,ccl,ccl,2
"Callaghan, Peter",CallaghanPeter,Peter Callaghan,Political and Military History,pmh,pmh,2
"Cameron, Adam S.",CameronAdamS,Adam S. Cameron,Work and Industry,wi,wi,2
"Campbell, Albert H.",CampbellAlbertH,Albert H. Campbell,Cultural and Community Life,ccl,ccl,2
"Carracci, Annibale",CarracciAnnibale,Annibale Carracci,Work and Industry,wi,wi,2
"Carre, Francois",CarreFrancois,Francois Carre,Cultural and Community Life,ccl,ccl,2
"Carver, George Washington",CarverGeorgeWashington,George Washington Carver,Political and Military History,pmh,pmh,2
"Cash, Johnny",CashJohnny,Johnny Cash,Cultural and Community Life,ccl,ccl,2
"Chandlee, Goldsmith",ChandleeGoldsmith,Goldsmith Chandlee,Medicine and Science,ms,ms,2
"Chardon, Charles",ChardonCharles,Charles Chardon,Medicine and Science,ms,ms,2
"Charles, William",CharlesWilliam,William Charles,Work and Industry,wi,wi,2
"Charpak, G.",CharpakG,G. Charpak,Medicine and Science,ms,ms,2
"Chase Manhattan Bank, N.A.",ChaseManhattanBankNA,N.A. Chase Manhattan Bank,Work and Industry,wi,wi,2
"Chasselat, Charles Abraham",ChasselatCharlesAbraham,Charles Abraham Chasselat,Work and Industry,wi,wi,2
